id,name,category,quantity,unit,price,minThreshold,batchNo,expiryDate,size,color
"ELE-0029","Asus Cable 47","Cable",13,"pcs",101082,49,"B-5633","","",""
"ELE-0030","Dell Charger 55","Charger",134,"pcs",15133,14,"B-3730","","",""
"ELE-0031","Samsung Smartphone 52","Smartphone",172,"pcs",107149,39,"B-4177","","",""
"ELE-0032","Xiaomi Mouse 2","Mouse",146,"pcs",41516,7,"B-1817","","",""
"ELE-0033","TP-Link Monitor 47","Monitor",479,"pcs",25866,30,"B-7608","","",""
"ELE-0034","Xiaomi Smartphone 39","Smartphone",73,"pcs",80579,19,"B-7321","","",""
"ELE-0035","Asus Power Bank 51","Power Bank",121,"pcs",144433,24,"B-4083","","",""
"ELE-0036","Dell Smartwatch 45","Smartwatch",26,"pcs",46307,35,"B-7823","","",""
"ELE-0037","Asus Keyboard 95","Keyboard",313,"pcs",34253,27,"B-5015","","",""
"ELE-0038","Samsung Charger 37","Charger",280,"pcs",75476,47,"B-8725","","",""
"ELE-0039","HP Router 97","Router",251,"pcs",40497,5,"B-3990","","",""
"ELE-0040","TP-Link Smartwatch 9","Smartwatch",36,"pcs",86355,24,"B-3639","","",""
"ELE-0041","TP-Link Camera 53","Camera",214,"pcs",81822,9,"B-2006","","",""
"ELE-0042","Xiaomi Cable 76","Cable",147,"pcs",32965,13,"B-1959","","",""
"ELE-0043","Logitech Tablet 47","Tablet",383,"pcs",112852,22,"B-7013","","",""
"ELE-0044","Anker Earbuds 56","Earbuds",363,"pcs",106892,33,"B-8431","","",""
"ELE-0045","Xiaomi Headphones 55","Headphones",416,"pcs",2636,20,"B-3402","","",""
"ELE-0046","Sony Smartphone 65","Smartphone",172,"pcs",76243,5,"B-5924","","",""
"ELE-0047","Xiaomi Power Bank 28","Power Bank",209,"pcs",75080,32,"B-3117","","",""
"ELE-0048","Dell Keyboard 75","Keyboard",241,"pcs",111254,18,"B-8112","","",""
"ELE-0049","Logitech Smartphone 42","Smartphone",378,"pcs",13979,45,"B-1974","","",""
"ELE-0050","Samsung Monitor 28","Monitor",100,"pcs",23494,16,"B-2899","","",""
"ELE-0051","Anker Laptop 46","Laptop",371,"pcs",80062,14,"B-9116","","",""
"ELE-0052","TP-Link Power Bank 52","Power Bank",482,"pcs",91050,35,"B-3237","","",""
"ELE-0053","HP Speaker 63","Speaker",296,"pcs",26061,48,"B-4762","","",""
"ELE-0054","Sony Tablet 58","Tablet",250,"pcs",148131,10,"B-8462","","",""
"ELE-0055","Apple Cable 11","Cable",367,"pcs",146950,9,"B-4477","","",""
"ELE-0056","HP Smartphone 23","Smartphone",251,"pcs",146999,40,"B-9542","","",""
"ELE-0057","Samsung Mouse 50","Mouse",318,"pcs",12659,40,"B-2300","","",""
"ELE-0058","Anker Keyboard 47","Keyboard",317,"pcs",131630,31,"B-5529","","",""
"ELE-0059","Asus Earbuds 3","Earbuds",243,"pcs",77446,12,"B-7329","","",""
"ELE-0060","Apple Charger 10","Charger",165,"pcs",120499,45,"B-4704","","",""
"ELE-0061","HP Smartphone 94","Smartphone",57,"pcs",2345,8,"B-4052","","",""
"ELE-0062","Apple Monitor 17","Monitor",120,"pcs",132816,38,"B-4252","","",""
"ELE-0063","Anker Keyboard 12","Keyboard",337,"pcs",66948,13,"B-6890","","",""
"ELE-0064","Sony Router 11","Router",429,"pcs",140295,23,"B-9757","","",""
"ELE-0065","Logitech Monitor 79","Monitor",297,"pcs",81720,18,"B-1727","","",""
"ELE-0066","Asus Mouse 44","Mouse",372,"pcs",32282,47,"B-4099","","",""
"ELE-0067","Xiaomi Charger 82","Charger",195,"pcs",121166,49,"B-8413","","",""
"ELE-0068","Sony Power Bank 52","Power Bank",116,"pcs",119353,31,"B-8102","","",""
"ELE-0069","Dell Monitor 37","Monitor",100,"pcs",29695,25,"B-9088","","",""
"ELE-0070","Sony Monitor 31","Monitor",106,"pcs",105217,48,"B-4183","","",""
"ELE-0071","Samsung Keyboard 14","Keyboard",30,"pcs",86708,40,"B-3604","","",""
"ELE-0072","Sony Speaker 26","Speaker",399,"pcs",114323,47,"B-1070","","",""
"ELE-0073","Xiaomi Keyboard 89","Keyboard",489,"pcs",113384,39,"B-9570","","",""
"ELE-0074","Anker Earbuds 95","Earbuds",156,"pcs",87411,24,"B-9105","","",""
"ELE-0075","Anker Mouse 15","Mouse",438,"pcs",119009,7,"B-2656","","",""
"ELE-0076","Samsung Smartwatch 93","Smartwatch",310,"pcs",135950,35,"B-5806","","",""
"ELE-0077","Sony Router 30","Router",447,"pcs",128746,23,"B-8445","","",""
"ELE-0078","Samsung Camera 74","Camera",141,"pcs",63124,10,"B-6418","","",""
"ELE-0079","Sony Speaker 18","Speaker",320,"pcs",140924,25,"B-8292","","",""
"ELE-0080","Asus Headphones 85","Headphones",379,"pcs",98304,12,"B-3474","","",""
"ELE-0081","Dell Mouse 17","Mouse",291,"pcs",1692,36,"B-9556","","",""
"ELE-0082","Logitech Earbuds 62","Earbuds",160,"pcs",60389,13,"B-3038","","",""
"ELE-0083","Logitech Cable 93","Cable",240,"pcs",104629,27,"B-6458","","",""
"ELE-0084","Asus Smartphone 73","Smartphone",331,"pcs",124033,32,"B-1441","","",""
"ELE-0085","Apple Cable 91","Cable",141,"pcs",143371,15,"B-3552","","",""
"ELE-0086","Anker Router 6","Router",265,"pcs",136860,45,"B-7951","","",""
"ELE-0087","Xiaomi Headphones 14","Headphones",72,"pcs",108740,26,"B-3448","","",""
"ELE-0088","Sony Speaker 75","Speaker",294,"pcs",142081,48,"B-2230","","",""
"ELE-0089","Sony Cable 85","Cable",404,"pcs",68613,39,"B-9257","","",""
"ELE-0090","Sony Smartphone 77","Smartphone",367,"pcs",66742,20,"B-5610","","",""
"ELE-0091","Samsung Camera 55","Camera",145,"pcs",13453,17,"B-2418","","",""
"ELE-0092","Xiaomi Headphones 82","Headphones",17,"pcs",133850,11,"B-2758","","",""
"ELE-0093","HP Monitor 73","Monitor",461,"pcs",81746,50,"B-7069","","",""
"ELE-0094","Logitech Power Bank 93","Power Bank",430,"pcs",16578,40,"B-6563","","",""
"ELE-0095","HP Camera 61","Camera",83,"pcs",130279,42,"B-8760","","",""
"ELE-0096","Dell Headphones 59","Headphones",53,"pcs",138597,12,"B-8719","","",""
"ELE-0097","Xiaomi Laptop 37","Laptop",387,"pcs",72606,7,"B-4125","","",""
"ELE-0098","HP Earbuds 15","Earbuds",313,"pcs",539,21,"B-6021","","",""
"ELE-0099","Sony Cable 39","Cable",108,"pcs",60914,38,"B-9669","","",""
"ELE-0100","TP-Link Tablet 95","Tablet",464,"pcs",116312,23,"B-1026","","",""
"ELE-0101","Asus Camera 48","Camera",177,"pcs",146893,29,"B-7491","","",""
"ELE-0102","Anker Power Bank 35","Power Bank",198,"pcs",108393,42,"B-4022","","",""
"ELE-0103","HP Mouse 45","Mouse",100,"pcs",22610,48,"B-3872","","",""
"ELE-0104","Anker Smartwatch 78","Smartwatch",400,"pcs",129186,33,"B-1266","","",""
"ELE-0105","Dell Smartwatch 90","Smartwatch",78,"pcs",9913,39,"B-6243","","",""
"ELE-0106","Samsung Cable 75","Cable",293,"pcs",112457,31,"B-7223","","",""
"ELE-0107","Asus Charger 53","Charger",191,"pcs",85113,9,"B-8773","","",""
"ELE-0108","Asus Power Bank 22","Power Bank",317,"pcs",127389,30,"B-7973","","",""
"ELE-0109","Samsung Tablet 81","Tablet",39,"pcs",85353,28,"B-8293","","",""
"ELE-0110","HP Camera 20","Camera",262,"pcs",17588,11,"B-5357","","",""
"ELE-0111","Sony Headphones 58","Headphones",18,"pcs",93611,32,"B-3214","","",""
"ELE-0112","Anker Monitor 52","Monitor",372,"pcs",22156,7,"B-6370","","",""
"ELE-0113","Anker Smartphone 47","Smartphone",206,"pcs",125949,7,"B-4111","","",""
"ELE-0114","Sony Earbuds 94","Earbuds",18,"pcs",17795,47,"B-5168","","",""
"ELE-0115","TP-Link Headphones 30","Headphones",191,"pcs",36319,36,"B-2710","","",""
"ELE-0116","Dell Charger 90","Charger",153,"pcs",110943,22,"B-9844","","",""
"ELE-0117","Dell Headphones 46","Headphones",139,"pcs",104020,38,"B-1727","","",""
"ELE-0118","Sony Tablet 53","Tablet",434,"pcs",106112,43,"B-2422","","",""
"ELE-0119","Asus Charger 79","Charger",191,"pcs",93399,42,"B-4714","","",""
"ELE-0120","TP-Link Laptop 7","Laptop",365,"pcs",26003,15,"B-7265","","",""
"ELE-0121","Asus Mouse 42","Mouse",153,"pcs",48061,27,"B-9689","","",""
"ELE-0122","Apple Charger 13","Charger",375,"pcs",71944,22,"B-6989","","",""
"ELE-0123","Apple Keyboard 68","Keyboard",443,"pcs",53504,47,"B-8339","","",""
"ELE-0124","Sony Power Bank 56","Power Bank",350,"pcs",118760,5,"B-1153","","",""
"ELE-0125","HP Monitor 28","Monitor",54,"pcs",84240,42,"B-9336","","",""
"ELE-0126","Anker Router 69","Router",255,"pcs",16105,21,"B-1257","","",""
"ELE-0127","HP Smartwatch 73","Smartwatch",230,"pcs",57796,37,"B-6299","","",""
"ELE-0128","Apple Monitor 40","Monitor",466,"pcs",87933,8,"B-8414","","",""
"ELE-0129","Sony Earbuds 67","Earbuds",13,"pcs",89483,23,"B-4512","","",""
"ELE-0130","Sony Earbuds 26","Earbuds",172,"pcs",34320,11,"B-7089","","",""
"ELE-0131","Asus Mouse 40","Mouse",466,"pcs",18990,12,"B-1562","","",""
"ELE-0132","Anker Smartwatch 1","Smartwatch",66,"pcs",63413,20,"B-3937","","",""
"ELE-0133","Logitech Monitor 64","Monitor",445,"pcs",47853,14,"B-4247","","",""
"ELE-0134","HP Mouse 69","Mouse",269,"pcs",1402,26,"B-2481","","",""
"ELE-0135","Sony Router 89","Router",368,"pcs",119336,9,"B-7473","","",""
"ELE-0136","Samsung Tablet 77","Tablet",23,"pcs",90067,20,"B-4665","","",""
"ELE-0137","Dell Power Bank 17","Power Bank",82,"pcs",10829,23,"B-7823","","",""
"ELE-0138","Sony Headphones 86","Headphones",368,"pcs",20827,41,"B-4950","","",""
"ELE-0139","Samsung Tablet 14","Tablet",357,"pcs",37508,27,"B-7077","","",""
"ELE-0140","Apple Smartwatch 70","Smartwatch",478,"pcs",101513,5,"B-8206","","",""
"ELE-0141","Dell Charger 97","Charger",464,"pcs",111693,21,"B-1151","","",""
"ELE-0142","Dell Power Bank 22","Power Bank",416,"pcs",94578,26,"B-1287","","",""
"ELE-0143","Dell Power Bank 43","Power Bank",205,"pcs",43626,48,"B-5554","","",""
"ELE-0144","Xiaomi Speaker 66","Speaker",471,"pcs",128408,36,"B-5714","","",""
"ELE-0145","Sony Cable 71","Cable",419,"pcs",88892,48,"B-2382","","",""
"ELE-0146","TP-Link Headphones 68","Headphones",422,"pcs",148826,36,"B-6364","","",""
"ELE-0147","Samsung Keyboard 37","Keyboard",118,"pcs",30307,32,"B-9176","","",""
"ELE-0148","Dell Camera 93","Camera",287,"pcs",6728,9,"B-3200","","",""
"ELE-0149","Sony Cable 60","Cable",154,"pcs",30878,23,"B-1229","","",""
"ELE-0150","TP-Link Headphones 8","Headphones",192,"pcs",99609,24,"B-4635","","",""
