date,sku,category,price,quantity
2025-02-25,"GRO-0097","Garlic",214,10
2025-02-26,"GRO-0093","Salt",1045,4
2025-02-28,"GRO-0039","Sugar",815,8
2025-03-01,"GRO-0078","Eggs",326,5
2025-03-01,"GRO-0139","Salt",342,6
2025-03-01,"GRO-0042","Sweets",584,7
2025-03-02,"GRO-0104","Tea",417,2
2025-03-02,"GRO-0083","Milk",1323,9
2025-03-02,"GRO-0114","Noodles",578,2
2025-03-02,"GRO-0062","Ginger",243,15
2025-03-02,"GRO-0068","Garlic",717,9
2025-03-02,"GRO-0001","Tea",185,7
2025-03-03,"GRO-0017","Onion",199,2
2025-03-03,"GRO-0112","Oil",350,4
2025-03-04,"GRO-0008","Sweets",632,5
2025-03-04,"GRO-0105","Oil",1234,5
2025-03-05,"GRO-0129","Biscuits",1329,3
2025-03-05,"GRO-0046","Cheese",1270,15
2025-03-05,"GRO-0135","Noodles",941,13
2025-03-06,"GRO-0051","Lentils",216,13
2025-03-06,"GRO-0071","Rice",986,2
2025-03-06,"GRO-0080","Oil",1173,10
2025-03-08,"GRO-0001","Tea",185,7
2025-03-10,"GRO-0043","Onion",374,12
2025-03-11,"GRO-0096","Eggs",1044,9
2025-03-13,"GRO-0046","Cheese",1270,5
2025-03-13,"GRO-0085","Flour",377,10
2025-03-14,"GRO-0115","Sugar",1321,15
2025-03-14,"GRO-0015","Oil",247,15
2025-03-15,"GRO-0025","Eggs",1432,13
2025-03-16,"GRO-0080","Oil",1173,8
2025-03-17,"GRO-0109","Spices",140,8
2025-03-17,"GRO-0029","Rice",465,5
2025-03-19,"GRO-0058","Rice",230,12
2025-03-21,"GRO-0148","Garlic",437,10
2025-03-22,"GRO-0105","Oil",1234,1
2025-03-24,"GRO-0031","Biscuits",1113,4
2025-03-25,"GRO-0050","Potato",689,5
2025-03-26,"GRO-0121","Eggs",1217,4
2025-03-26,"GRO-0029","Rice",465,15
2025-03-27,"GRO-0147","Spices",678,11
2025-03-28,"GRO-0050","Potato",689,14
2025-03-28,"GRO-0001","Tea",185,14
2025-03-29,"GRO-0114","Noodles",578,9
2025-03-29,"GRO-0128","Tea",1064,6
2025-03-30,"GRO-0138","Chili",532,14
2025-03-31,"GRO-0102","Sweets",266,2
2025-04-03,"GRO-0090","Lentils",1255,8
2025-04-05,"GRO-0091","Eggs",1315,10
2025-04-05,"GRO-0137","Spices",860,12
2025-04-06,"GRO-0123","Potato",100,12
2025-04-07,"GRO-0080","Oil",1173,5
2025-04-08,"GRO-0018","Sweets",986,3
2025-04-09,"GRO-0102","Sweets",266,4
2025-04-11,"GRO-0014","Milk",428,6
2025-04-11,"GRO-0053","Milk",128,14
2025-04-11,"GRO-0053","Milk",128,4
2025-04-13,"GRO-0062","Ginger",243,8
2025-04-14,"GRO-0150","Sugar",62,15
2025-04-16,"GRO-0098","Spices",1373,3
2025-04-16,"GRO-0081","Potato",840,1
2025-04-16,"GRO-0113","Tea",288,6
2025-04-17,"GRO-0113","Tea",288,3
2025-04-17,"GRO-0046","Cheese",1270,1
2025-04-19,"GRO-0036","Flour",864,1
2025-04-20,"GRO-0009","Lentils",1142,10
2025-04-21,"GRO-0045","Sweets",559,7
2025-04-21,"GRO-0104","Tea",417,11
2025-04-24,"GRO-0034","Milk",487,11
2025-04-27,"GRO-0120","Sugar",850,9
2025-04-27,"GRO-0050","Potato",689,9
2025-04-28,"GRO-0071","Rice",986,9
2025-04-29,"GRO-0069","Milk",1362,1
2025-04-29,"GRO-0065","Garlic",534,5
2025-04-30,"GRO-0040","Milk",873,12
2025-04-30,"GRO-0096","Eggs",1044,1
2025-05-01,"GRO-0040","Milk",873,11
2025-05-02,"GRO-0020","Ginger",743,12
2025-05-03,"GRO-0010","Sweets",648,6
2025-05-03,"GRO-0056","Lentils",881,9
2025-05-04,"GRO-0060","Sugar",969,5
2025-05-04,"GRO-0089","Lentils",1385,7
2025-05-05,"GRO-0011","Sweets",563,4
2025-05-06,"GRO-0135","Noodles",941,8
2025-05-08,"GRO-0092","Butter",952,7
2025-05-08,"GRO-0029","Rice",465,11
2025-05-08,"GRO-0011","Sweets",563,7
2025-05-09,"GRO-0133","Sweets",274,4
2025-05-11,"GRO-0112","Oil",350,2
2025-05-11,"GRO-0120","Sugar",850,9
2025-05-11,"GRO-0089","Lentils",1385,12
2025-05-12,"GRO-0032","Ginger",607,7
2025-05-13,"GRO-0036","Flour",864,10
2025-05-14,"GRO-0068","Garlic",717,3
2025-05-15,"GRO-0107","Onion",1280,11
2025-05-16,"GRO-0145","Spices",898,13
2025-05-17,"GRO-0057","Sugar",1033,2
2025-05-19,"GRO-0010","Sweets",648,8
2025-05-20,"GRO-0093","Salt",1045,15
2025-05-22,"GRO-0071","Rice",986,11
2025-05-22,"GRO-0055","Milk",1309,12
2025-05-22,"GRO-0123","Potato",100,4
2025-05-23,"GRO-0110","Bread",1320,14
2025-05-23,"GRO-0053","Milk",128,14
2025-05-23,"GRO-0049","Lentils",1191,6
2025-05-26,"GRO-0142","Bread",810,11
2025-05-26,"GRO-0149","Ginger",1429,15
2025-05-27,"GRO-0017","Onion",199,15
2025-05-28,"GRO-0099","Ginger",904,8
2025-05-28,"GRO-0101","Onion",501,7
2025-05-30,"GRO-0062","Ginger",243,8
2025-05-30,"GRO-0026","Milk",501,1
2025-05-31,"GRO-0146","Sweets",837,4
2025-06-01,"GRO-0049","Lentils",1191,6
2025-06-01,"GRO-0059","Eggs",765,9
2025-06-02,"GRO-0088","Spices",545,4
2025-06-03,"GRO-0080","Oil",1173,10
2025-06-03,"GRO-0136","Bread",403,9
2025-06-03,"GRO-0063","Milk",1185,12
2025-06-03,"GRO-0011","Sweets",563,5
2025-06-07,"GRO-0061","Sweets",1391,12
2025-06-07,"GRO-0114","Noodles",578,3
2025-06-08,"GRO-0047","Onion",1410,11
2025-06-08,"GRO-0044","Sweets",381,8
2025-06-08,"GRO-0017","Onion",199,10
2025-06-09,"GRO-0135","Noodles",941,6
2025-06-09,"GRO-0039","Sugar",815,4
2025-06-10,"GRO-0124","Ginger",1305,1
2025-06-11,"GRO-0106","Butter",299,10
2025-06-11,"GRO-0040","Milk",873,4
2025-06-11,"GRO-0090","Lentils",1255,2
2025-06-11,"GRO-0138","Chili",532,9
2025-06-13,"GRO-0146","Sweets",837,6
2025-06-14,"GRO-0150","Sugar",62,5
2025-06-15,"GRO-0109","Spices",140,7
2025-06-15,"GRO-0031","Biscuits",1113,1
2025-06-16,"GRO-0123","Potato",100,6
2025-06-16,"GRO-0051","Lentils",216,12
2025-06-16,"GRO-0109","Spices",140,6
2025-06-16,"GRO-0036","Flour",864,5
2025-06-16,"GRO-0038","Butter",940,1
2025-06-17,"GRO-0066","Cheese",194,7
2025-06-17,"GRO-0124","Ginger",1305,11
2025-06-18,"GRO-0042","Sweets",584,7
2025-06-18,"GRO-0093","Salt",1045,10
2025-06-21,"GRO-0089","Lentils",1385,8
2025-06-21,"GRO-0082","Chili",543,13
2025-06-22,"GRO-0046","Cheese",1270,9
2025-06-27,"GRO-0021","Butter",334,3
2025-06-28,"GRO-0064","Tea",671,8
2025-06-29,"GRO-0021","Butter",334,15
2025-06-29,"GRO-0149","Ginger",1429,4
2025-06-29,"GRO-0048","Ginger",1319,6
2025-07-01,"GRO-0142","Bread",810,5
2025-07-03,"GRO-0058","Rice",230,4
2025-07-08,"GRO-0062","Ginger",243,5
2025-07-08,"GRO-0071","Rice",986,3
2025-07-09,"GRO-0065","Garlic",534,5
2025-07-13,"GRO-0148","Garlic",437,6
2025-07-14,"GRO-0068","Garlic",717,6
2025-07-15,"GRO-0128","Tea",1064,2
2025-07-16,"GRO-0137","Spices",860,5
2025-07-16,"GRO-0107","Onion",1280,6
2025-07-17,"GRO-0110","Bread",1320,5
2025-07-20,"GRO-0032","Ginger",607,7
2025-07-20,"GRO-0124","Ginger",1305,7
2025-07-21,"GRO-0138","Chili",532,2
2025-07-21,"GRO-0138","Chili",532,3
2025-07-21,"GRO-0018","Sweets",986,6
2025-07-21,"GRO-0009","Lentils",1142,11
2025-07-23,"GRO-0050","Potato",689,1
2025-07-26,"GRO-0114","Noodles",578,2
2025-07-28,"GRO-0051","Lentils",216,1
2025-07-28,"GRO-0090","Lentils",1255,15
2025-07-29,"GRO-0060","Sugar",969,10
2025-07-30,"GRO-0034","Milk",487,1
2025-07-31,"GRO-0083","Milk",1323,2
2025-08-01,"GRO-0012","Butter",758,8
2025-08-01,"GRO-0030","Cheese",443,7
2025-08-01,"GRO-0129","Biscuits",1329,2
2025-08-01,"GRO-0084","Eggs",313,9
2025-08-01,"GRO-0068","Garlic",717,15
2025-08-01,"GRO-0025","Eggs",1432,8
2025-08-02,"GRO-0137","Spices",860,12
2025-08-04,"GRO-0059","Eggs",765,8
2025-08-07,"GRO-0027","Potato",1146,11
2025-08-09,"GRO-0135","Noodles",941,6
2025-08-09,"GRO-0117","Ginger",999,12
2025-08-10,"GRO-0043","Onion",374,11
2025-08-12,"GRO-0039","Sugar",815,7
2025-08-13,"GRO-0136","Bread",403,12
2025-08-14,"GRO-0130","Eggs",859,2
2025-08-14,"GRO-0150","Sugar",62,4
2025-08-17,"GRO-0020","Ginger",743,7
2025-08-17,"GRO-0143","Bread",1178,6
2025-08-17,"GRO-0021","Butter",334,6
2025-08-18,"GRO-0089","Lentils",1385,10
2025-08-18,"GRO-0019","Tea",216,3
2025-08-18,"GRO-0038","Butter",940,7
2025-08-19,"GRO-0015","Oil",247,2
2025-08-20,"GRO-0125","Sweets",1278,1
2025-08-21,"GRO-0050","Potato",689,3
2025-08-22,"GRO-0001","Tea",185,8
2025-08-22,"GRO-0064","Tea",671,10
2025-08-23,"GRO-0054","Sweets",1285,6
2025-08-23,"GRO-0103","Milk",596,8
2025-08-23,"GRO-0061","Sweets",1391,8
2025-08-24,"GRO-0099","Ginger",904,15
2025-08-25,"GRO-0147","Spices",678,6
2025-08-28,"GRO-0038","Butter",940,11
2025-08-28,"GRO-0041","Lentils",1156,1
2025-08-30,"GRO-0020","Ginger",743,10
2025-08-30,"GRO-0057","Sugar",1033,3
2025-08-31,"GRO-0005","Rice",994,8
2025-08-31,"GRO-0110","Bread",1320,7
2025-08-31,"GRO-0088","Spices",545,6
2025-09-01,"GRO-0101","Onion",501,8
2025-09-02,"GRO-0135","Noodles",941,2
2025-09-03,"GRO-0063","Milk",1185,14
2025-09-04,"GRO-0118","Salt",452,7
2025-09-04,"GRO-0015","Oil",247,2
2025-09-05,"GRO-0121","Eggs",1217,7
2025-09-05,"GRO-0061","Sweets",1391,4
2025-09-08,"GRO-0003","Milk",233,8
2025-09-08,"GRO-0029","Rice",465,12
2025-09-08,"GRO-0149","Ginger",1429,13
2025-09-09,"GRO-0083","Milk",1323,9
2025-09-09,"GRO-0092","Butter",952,8
2025-09-10,"GRO-0082","Chili",543,4
2025-09-10,"GRO-0096","Eggs",1044,15
2025-09-10,"GRO-0089","Lentils",1385,9
2025-09-10,"GRO-0148","Garlic",437,1
2025-09-11,"GRO-0122","Sweets",542,15
2025-09-12,"GRO-0054","Sweets",1285,8
2025-09-12,"GRO-0061","Sweets",1391,2
2025-09-12,"GRO-0064","Tea",671,9
2025-09-14,"GRO-0111","Sweets",708,11
2025-09-15,"GRO-0046","Cheese",1270,1
2025-09-16,"GRO-0001","Tea",185,9
2025-09-16,"GRO-0032","Ginger",607,6
2025-09-17,"GRO-0047","Onion",1410,5
2025-09-19,"GRO-0009","Lentils",1142,2
2025-09-22,"GRO-0067","Butter",454,7
2025-09-23,"GRO-0117","Ginger",999,7
2025-09-24,"GRO-0094","Chili",1426,11
2025-09-24,"GRO-0064","Tea",671,13
2025-09-25,"GRO-0116","Butter",624,7
2025-09-25,"GRO-0037","Tea",612,13
2025-09-26,"GRO-0134","Ginger",1180,6
2025-09-27,"GRO-0054","Sweets",1285,5
2025-09-28,"GRO-0031","Biscuits",1113,10
2025-09-28,"GRO-0077","Cheese",115,1
2025-09-28,"GRO-0115","Sugar",1321,14
2025-09-29,"GRO-0131","Butter",700,9
2025-09-29,"GRO-0109","Spices",140,7
2025-09-29,"GRO-0116","Butter",624,13
2025-10-01,"GRO-0080","Oil",1173,13
2025-10-01,"GRO-0018","Sweets",986,7
2025-10-02,"GRO-0015","Oil",247,1
2025-10-04,"GRO-0018","Sweets",986,8
2025-10-06,"GRO-0043","Onion",374,6
2025-10-07,"GRO-0142","Bread",810,14
2025-10-07,"GRO-0140","Chili",865,1
2025-10-08,"GRO-0112","Oil",350,1
2025-10-08,"GRO-0035","Oil",1300,15
2025-10-08,"GRO-0080","Oil",1173,14
2025-10-09,"GRO-0026","Milk",501,14
2025-10-11,"GRO-0110","Bread",1320,15
2025-10-12,"GRO-0122","Sweets",542,14
2025-10-12,"GRO-0020","Ginger",743,3
2025-10-12,"GRO-0130","Eggs",859,5
2025-10-13,"GRO-0125","Sweets",1278,2
2025-10-14,"GRO-0121","Eggs",1217,6
2025-10-16,"GRO-0070","Biscuits",168,3
2025-10-16,"GRO-0090","Lentils",1255,14
2025-10-17,"GRO-0059","Eggs",765,4
2025-10-19,"GRO-0069","Milk",1362,4
2025-10-19,"GRO-0103","Milk",596,5
2025-10-19,"GRO-0149","Ginger",1429,1
2025-10-19,"GRO-0011","Sweets",563,9
2025-10-20,"GRO-0061","Sweets",1391,7
2025-10-20,"GRO-0108","Potato",960,8
2025-10-21,"GRO-0124","Ginger",1305,4
2025-10-21,"GRO-0072","Salt",1448,1
2025-10-23,"GRO-0121","Eggs",1217,8
2025-10-24,"GRO-0099","Ginger",904,5
2025-10-25,"GRO-0035","Oil",1300,8
2025-10-26,"GRO-0095","Tea",1214,7
2025-10-27,"GRO-0033","Lentils",165,3
2025-10-30,"GRO-0128","Tea",1064,13
2025-10-30,"GRO-0052","Garlic",936,6
2025-11-01,"GRO-0030","Cheese",443,7
2025-11-01,"GRO-0061","Sweets",1391,1
2025-11-01,"GRO-0086","Tea",1261,15
2025-11-05,"GRO-0058","Rice",230,2
2025-11-05,"GRO-0023","Spices",342,4
2025-11-07,"GRO-0082","Chili",543,2
2025-11-09,"GRO-0013","Cheese",578,13
2025-11-09,"GRO-0138","Chili",532,3
2025-11-12,"GRO-0086","Tea",1261,3
2025-11-12,"GRO-0040","Milk",873,13
2025-11-12,"GRO-0095","Tea",1214,15
2025-11-12,"GRO-0117","Ginger",999,1
2025-11-13,"GRO-0125","Sweets",1278,11
2025-11-14,"GRO-0005","Rice",994,8
2025-11-14,"GRO-0111","Sweets",708,15
2025-11-15,"GRO-0043","Onion",374,12
2025-11-15,"GRO-0090","Lentils",1255,6
2025-11-17,"GRO-0010","Sweets",648,10
2025-11-19,"GRO-0013","Cheese",578,12
2025-11-19,"GRO-0120","Sugar",850,3
2025-11-20,"GRO-0060","Sugar",969,6
2025-11-24,"GRO-0103","Milk",596,11
2025-11-24,"GRO-0032","Ginger",607,1
2025-11-25,"GRO-0075","Eggs",1479,15
2025-11-25,"GRO-0041","Lentils",1156,5
2025-11-25,"GRO-0131","Butter",700,7
2025-11-28,"GRO-0092","Butter",952,1
2025-11-28,"GRO-0045","Sweets",559,15
2025-11-28,"GRO-0114","Noodles",578,6
2025-11-28,"GRO-0132","Onion",1063,15
2025-12-01,"GRO-0113","Tea",288,6
2025-12-01,"GRO-0017","Onion",199,15
2025-12-01,"GRO-0098","Spices",1373,4
2025-12-03,"GRO-0055","Milk",1309,11
2025-12-03,"GRO-0058","Rice",230,14
2025-12-03,"GRO-0016","Onion",419,8
2025-12-04,"GRO-0079","Sugar",1481,4
2025-12-05,"GRO-0043","Onion",374,4
2025-12-07,"GRO-0127","Sweets",830,4
2025-12-08,"GRO-0008","Sweets",632,7
2025-12-08,"GRO-0034","Milk",487,5
2025-12-08,"GRO-0141","Sweets",702,3
2025-12-09,"GRO-0031","Biscuits",1113,11
2025-12-09,"GRO-0119","Eggs",120,2
2025-12-11,"GRO-0132","Onion",1063,14
2025-12-11,"GRO-0081","Potato",840,1
2025-12-12,"GRO-0015","Oil",247,6
2025-12-12,"GRO-0044","Sweets",381,12
2025-12-12,"GRO-0040","Milk",873,14
2025-12-13,"GRO-0038","Butter",940,8
2025-12-13,"GRO-0133","Sweets",274,11
2025-12-13,"GRO-0036","Flour",864,2
2025-12-14,"GRO-0081","Potato",840,10
2025-12-16,"GRO-0005","Rice",994,4
2025-12-17,"GRO-0098","Spices",1373,7
2025-12-17,"GRO-0121","Eggs",1217,10
2025-12-17,"GRO-0147","Spices",678,1
2025-12-17,"GRO-0112","Oil",350,9
2025-12-18,"GRO-0019","Tea",216,8
2025-12-20,"GRO-0037","Tea",612,9
2025-12-20,"GRO-0111","Sweets",708,3
2025-12-21,"GRO-0146","Sweets",837,7
2025-12-22,"GRO-0112","Oil",350,9
2025-12-22,"GRO-0083","Milk",1323,12
2025-12-22,"GRO-0088","Spices",545,10
2025-12-23,"GRO-0124","Ginger",1305,7
2025-12-23,"GRO-0056","Lentils",881,14
2025-12-25,"GRO-0135","Noodles",941,10
2025-12-26,"GRO-0146","Sweets",837,6
2025-12-26,"GRO-0052","Garlic",936,1
2025-12-27,"GRO-0107","Onion",1280,6
2025-12-28,"GRO-0026","Milk",501,13
2025-12-29,"GRO-0046","Cheese",1270,2
2025-12-30,"GRO-0049","Lentils",1191,12
2025-12-31,"GRO-0073","Bread",850,13
2026-01-01,"GRO-0115","Sugar",1321,14
2026-01-02,"GRO-0090","Lentils",1255,7
2026-01-03,"GRO-0029","Rice",465,2
2026-01-03,"GRO-0067","Butter",454,3
2026-01-04,"GRO-0081","Potato",840,12
2026-01-04,"GRO-0142","Bread",810,4
2026-01-04,"GRO-0088","Spices",545,10
2026-01-06,"GRO-0066","Cheese",194,9
2026-01-06,"GRO-0038","Butter",940,9
2026-01-06,"GRO-0028","Noodles",1393,6
2026-01-07,"GRO-0124","Ginger",1305,11
2026-01-07,"GRO-0149","Ginger",1429,6
2026-01-08,"GRO-0060","Sugar",969,8
2026-01-10,"GRO-0112","Oil",350,7
2026-01-13,"GRO-0023","Spices",342,12
2026-01-15,"GRO-0114","Noodles",578,13
2026-01-16,"GRO-0115","Sugar",1321,8
2026-01-16,"GRO-0140","Chili",865,4
2026-01-17,"GRO-0118","Salt",452,5
2026-01-18,"GRO-0114","Noodles",578,13
2026-01-20,"GRO-0094","Chili",1426,10
2026-01-20,"GRO-0014","Milk",428,12
2026-01-21,"GRO-0026","Milk",501,1
2026-01-21,"GRO-0008","Sweets",632,8
2026-01-22,"GRO-0131","Butter",700,1
2026-01-23,"GRO-0024","Butter",1404,8
2026-01-23,"GRO-0074","Noodles",992,11
2026-01-26,"GRO-0124","Ginger",1305,11
2026-01-28,"GRO-0015","Oil",247,13
2026-01-29,"GRO-0136","Bread",403,11
2026-01-29,"GRO-0122","Sweets",542,2
2026-01-29,"GRO-0013","Cheese",578,1
2026-01-30,"GRO-0146","Sweets",837,15
2026-01-30,"GRO-0082","Chili",543,2
2026-02-01,"GRO-0126","Lentils",917,1
2026-02-02,"GRO-0078","Eggs",326,2
2026-02-03,"GRO-0043","Onion",374,7
2026-02-04,"GRO-0107","Onion",1280,1
2026-02-05,"GRO-0081","Potato",840,2
2026-02-06,"GRO-0050","Potato",689,1
2026-02-06,"GRO-0031","Biscuits",1113,5
2026-02-07,"GRO-0130","Eggs",859,11
2026-02-08,"GRO-0073","Bread",850,7
2026-02-10,"GRO-0030","Cheese",443,4
2026-02-10,"GRO-0115","Sugar",1321,3
2026-02-11,"GRO-0080","Oil",1173,1
2026-02-11,"GRO-0045","Sweets",559,1
2026-02-14,"GRO-0135","Noodles",941,1
2026-02-15,"GRO-0034","Milk",487,13
2026-02-16,"GRO-0047","Onion",1410,3
2026-02-18,"GRO-0129","Biscuits",1329,3
2026-02-19,"GRO-0119","Eggs",120,5
2026-02-20,"GRO-0041","Lentils",1156,6
2026-02-23,"GRO-0136","Bread",403,12
2026-02-23,"GRO-0130","Eggs",859,5
2026-02-24,"GRO-0130","Eggs",859,5
2026-02-24,"GRO-0017","Onion",199,10
2026-02-26,"GRO-0005","Rice",994,2
2026-02-26,"GRO-0092","Butter",952,7
2026-02-27,"GRO-0010","Sweets",648,2
2026-02-28,"GRO-0041","Lentils",1156,3
2026-02-28,"GRO-0021","Butter",334,13
2026-03-01,"GRO-0061","Sweets",1391,3
2026-03-01,"GRO-0046","Cheese",1270,14
2026-03-02,"GRO-0140","Chili",865,7
2026-03-03,"GRO-0077","Cheese",115,13
2026-03-04,"GRO-0020","Ginger",743,14
2026-03-05,"GRO-0002","Oil",509,4
2026-03-05,"GRO-0094","Chili",1426,8
2026-03-06,"GRO-0009","Lentils",1142,10
2026-03-09,"GRO-0012","Butter",758,2
2026-03-09,"GRO-0064","Tea",671,14
2026-03-11,"GRO-0022","Lentils",1314,3
2026-03-11,"GRO-0046","Cheese",1270,14
2026-03-11,"GRO-0027","Potato",1146,8
2026-03-13,"GRO-0023","Spices",342,4
2026-03-13,"GRO-0125","Sweets",1278,10
2026-03-13,"GRO-0098","Spices",1373,8
2026-03-14,"GRO-0014","Milk",428,1
2026-03-14,"GRO-0044","Sweets",381,13
2026-03-14,"GRO-0056","Lentils",881,9
2026-03-15,"GRO-0109","Spices",140,13
2026-03-16,"GRO-0104","Tea",417,14
2026-03-17,"GRO-0017","Onion",199,4
2026-03-18,"GRO-0041","Lentils",1156,6
2026-03-18,"GRO-0145","Spices",898,12
2026-03-19,"GRO-0012","Butter",758,14
2026-03-20,"GRO-0012","Butter",758,10
2026-03-21,"GRO-0024","Butter",1404,1
2026-03-21,"GRO-0063","Milk",1185,10
2026-03-21,"GRO-0055","Milk",1309,14
2026-03-21,"GRO-0085","Flour",377,15
2026-03-22,"GRO-0140","Chili",865,2
2026-03-22,"GRO-0072","Salt",1448,8
2026-03-24,"GRO-0088","Spices",545,15
2026-03-24,"GRO-0112","Oil",350,9
2026-03-24,"GRO-0053","Milk",128,6
2026-03-26,"GRO-0016","Onion",419,2
2026-03-26,"GRO-0086","Tea",1261,13
2026-03-26,"GRO-0018","Sweets",986,9
2026-03-27,"GRO-0043","Onion",374,4
2026-03-28,"GRO-0100","Bread",1130,7
2026-03-31,"GRO-0109","Spices",140,13
2026-04-04,"GRO-0050","Potato",689,2
2026-04-04,"GRO-0149","Ginger",1429,9
2026-04-04,"GRO-0001","Tea",185,9
2026-04-06,"GRO-0036","Flour",864,11
2026-04-07,"GRO-0042","Sweets",584,11
2026-04-07,"GRO-0086","Tea",1261,5
2026-04-07,"GRO-0127","Sweets",830,3
2026-04-09,"GRO-0052","Garlic",936,5
2026-04-10,"GRO-0087","Sugar",157,10
2026-04-12,"GRO-0044","Sweets",381,9
2026-04-12,"GRO-0034","Milk",487,12
2026-04-12,"GRO-0111","Sweets",708,1
2026-04-12,"GRO-0136","Bread",403,11
2026-04-13,"GRO-0112","Oil",350,13
2026-04-13,"GRO-0124","Ginger",1305,13
2026-04-13,"GRO-0120","Sugar",850,13
2026-04-15,"GRO-0111","Sweets",708,4
2026-04-16,"GRO-0100","Bread",1130,12
2026-04-17,"GRO-0110","Bread",1320,14
2026-04-18,"GRO-0133","Sweets",274,14
2026-04-20,"GRO-0016","Onion",419,1
2026-04-22,"GRO-0058","Rice",230,13
2026-04-22,"GRO-0082","Chili",543,11
2026-04-25,"GRO-0010","Sweets",648,6
2026-04-25,"GRO-0086","Tea",1261,13
2026-04-25,"GRO-0050","Potato",689,3
2026-04-26,"GRO-0116","Butter",624,8
2026-04-27,"GRO-0012","Butter",758,9
2026-04-27,"GRO-0079","Sugar",1481,1
2026-04-28,"GRO-0092","Butter",952,6
2026-04-29,"GRO-0048","Ginger",1319,5
2026-04-30,"GRO-0023","Spices",342,8
2026-04-30,"GRO-0135","Noodles",941,10
2026-04-30,"GRO-0020","Ginger",743,8
2026-05-01,"GRO-0094","Chili",1426,10
2026-05-02,"GRO-0038","Butter",940,6
2026-05-03,"GRO-0126","Lentils",917,1
2026-05-03,"GRO-0127","Sweets",830,5
2026-05-04,"GRO-0130","Eggs",859,9
2026-05-04,"GRO-0027","Potato",1146,15
2026-05-05,"GRO-0039","Sugar",815,1
2026-05-05,"GRO-0109","Spices",140,2
2026-05-06,"GRO-0039","Sugar",815,12
2026-05-06,"GRO-0050","Potato",689,12
2026-05-06,"GRO-0100","Bread",1130,6
2026-05-07,"GRO-0140","Chili",865,14
2026-05-08,"GRO-0029","Rice",465,12
2026-05-08,"GRO-0120","Sugar",850,12
2026-05-09,"GRO-0054","Sweets",1285,12
2026-05-10,"GRO-0046","Cheese",1270,4
2026-05-10,"GRO-0125","Sweets",1278,13
2026-05-13,"GRO-0120","Sugar",850,6
