id,name,category,quantity,unit,price,minThreshold,batchNo,expiryDate,size,color
"HAR-0123","Berger Sandpaper 47","Sandpaper",250,"pcs",837,25,"B-7752","","",""
"HAR-0124","Holcim Nails 73","Nails",161,"pcs",9865,32,"B-8438","","",""
"HAR-0125","Berger Saw 43","Saw",288,"liter",8146,40,"B-6511","","",""
"HAR-0126","BSRM Nuts 36","Nuts",247,"pcs",121,40,"B-6251","","",""
"HAR-0127","Bosch Screwdriver 57","Screwdriver",429,"box",6578,20,"B-8983","","",""
"HAR-0128","Berger Brush 74","Brush",452,"kg",4274,14,"B-3560","","",""
"HAR-0129","BRB Glue 31","Glue",249,"box",1915,23,"B-6293","","",""
"HAR-0130","Makita Wire 52","Wire",303,"pcs",7732,19,"B-9479","","",""
"HAR-0131","Stanley Wrench 65","Wrench",35,"box",4879,38,"B-6616","","",""
"HAR-0132","BRB Tape Measure 66","Tape Measure",191,"pcs",1254,34,"B-8894","","",""
"HAR-0133","Berger Nails 82","Nails",112,"box",8913,25,"B-9692","","",""
"HAR-0134","Shah Cement Wrench 10","Wrench",463,"kg",6392,21,"B-1069","","",""
"HAR-0135","Holcim Sandpaper 26","Sandpaper",95,"box",680,10,"B-9667","","",""
"HAR-0136","Bosch Tape Measure 86","Tape Measure",200,"pcs",9790,6,"B-7247","","",""
"HAR-0137","BSRM Saw 6","Saw",195,"kg",7404,10,"B-1929","","",""
"HAR-0138","Asian Paints Bulb 11","Bulb",42,"kg",4316,14,"B-8224","","",""
"HAR-0139","BRB Bolts 39","Bolts",356,"kg",1056,47,"B-2585","","",""
"HAR-0140","Makita Drill 11","Drill",498,"box",4839,49,"B-1052","","",""
"HAR-0141","Walton Wire 83","Wire",202,"pcs",2521,6,"B-4702","","",""
"HAR-0142","Makita Switch 70","Switch",297,"box",1697,16,"B-1110","","",""
"HAR-0143","Shah Cement Brush 30","Brush",455,"pcs",8377,9,"B-6961","","",""
"HAR-0144","Holcim Paint 9","Paint",373,"box",2127,36,"B-9099","","",""
"HAR-0145","Holcim Nuts 60","Nuts",203,"pcs",4622,16,"B-1727","","",""
"HAR-0146","Berger Brush 30","Brush",402,"pcs",5250,49,"B-1858","","",""
"HAR-0147","Asian Paints Nuts 55","Nuts",223,"kg",9980,26,"B-4221","","",""
"HAR-0148","Asian Paints Sandpaper 73","Sandpaper",88,"box",6939,9,"B-8871","","",""
"HAR-0149","BRB Sandpaper 16","Sandpaper",453,"liter",4117,27,"B-8397","","",""
"HAR-0150","Asian Paints Nuts 9","Nuts",371,"pcs",4952,47,"B-6469","","",""
