date,sku,category,price,quantity
2025-03-23,"FAS-0083","Sunglasses",7501,3
2025-03-23,"FAS-0035","Shirt",8068,9
2025-03-24,"FAS-0026","Sunglasses",4605,4
2025-03-29,"FAS-0127","Scarf",3836,4
2025-03-29,"FAS-0089","Wallet",10860,2
2025-03-29,"FAS-0082","Socks",12534,13
2025-03-30,"FAS-0142","Watch",3446,10
2025-03-31,"FAS-0101","Dress",639,10
2025-04-01,"FAS-0009","Wallet",3069,9
2025-04-01,"FAS-0049","Skirt",8203,14
2025-04-02,"FAS-0052","Dress",4604,9
2025-04-03,"FAS-0053","Cap",3825,1
2025-04-03,"FAS-0054","Sunglasses",12619,6
2025-04-03,"FAS-0035","Shirt",8068,15
2025-04-04,"FAS-0055","Cap",1429,15
2025-04-05,"FAS-0104","Socks",8538,7
2025-04-07,"FAS-0110","Hoodie",14861,11
2025-04-07,"FAS-0002","Jeans",6245,6
2025-04-08,"FAS-0090","Wallet",12110,12
2025-04-08,"FAS-0102","Dress",517,4
2025-04-09,"FAS-0069","Shirt",474,7
2025-04-09,"FAS-0003","Belt",9276,12
2025-04-09,"FAS-0115","Jeans",10997,13
2025-04-09,"FAS-0039","Sunglasses",14183,13
2025-04-10,"FAS-0058","T-Shirt",12230,1
2025-04-12,"FAS-0121","Sunglasses",2997,3
2025-04-13,"FAS-0088","Scarf",8273,6
2025-04-14,"FAS-0025","Skirt",13670,9
2025-04-14,"FAS-0073","Wallet",5471,9
2025-04-16,"FAS-0116","Hoodie",12415,5
2025-04-16,"FAS-0002","Jeans",6245,11
2025-04-16,"FAS-0043","Sneakers",5409,6
2025-04-17,"FAS-0037","T-Shirt",13230,4
2025-04-17,"FAS-0020","T-Shirt",11638,4
2025-04-18,"FAS-0010","Shirt",4268,6
2025-04-20,"FAS-0007","Skirt",7423,3
2025-04-21,"FAS-0140","Jeans",9997,15
2025-04-23,"FAS-0048","Wallet",14730,5
2025-04-23,"FAS-0105","Dress",12004,14
2025-04-24,"FAS-0003","Belt",9276,4
2025-04-25,"FAS-0111","Wallet",4751,3
2025-04-27,"FAS-0070","Sneakers",2187,4
2025-04-28,"FAS-0010","Shirt",4268,15
2025-04-28,"FAS-0036","Jacket",6909,8
2025-04-29,"FAS-0059","Belt",1745,8
2025-04-29,"FAS-0129","Wallet",5590,8
2025-04-29,"FAS-0129","Wallet",5590,4
2025-04-30,"FAS-0103","Wallet",11381,4
2025-05-02,"FAS-0069","Shirt",474,13
2025-05-03,"FAS-0106","Shirt",7910,14
2025-05-03,"FAS-0061","Cap",8383,5
2025-05-03,"FAS-0044","Scarf",1265,14
2025-05-04,"FAS-0146","Shirt",14146,2
2025-05-04,"FAS-0141","Skirt",13815,14
2025-05-07,"FAS-0081","Cap",13658,2
2025-05-09,"FAS-0034","Shirt",11332,10
2025-05-10,"FAS-0016","T-Shirt",2182,3
2025-05-11,"FAS-0084","Belt",14013,10
2025-05-13,"FAS-0044","Scarf",1265,13
2025-05-14,"FAS-0107","Hoodie",2463,10
2025-05-14,"FAS-0006","Watch",2720,12
2025-05-18,"FAS-0123","Wallet",6627,14
2025-05-19,"FAS-0113","Watch",7151,8
2025-05-20,"FAS-0045","Belt",12549,15
2025-05-20,"FAS-0115","Jeans",10997,1
2025-05-21,"FAS-0095","Jeans",2706,8
2025-05-21,"FAS-0016","T-Shirt",2182,3
2025-05-21,"FAS-0069","Shirt",474,14
2025-05-21,"FAS-0010","Shirt",4268,4
2025-05-21,"FAS-0132","T-Shirt",14579,2
2025-05-21,"FAS-0021","T-Shirt",5631,1
2025-05-22,"FAS-0131","Shirt",6623,6
2025-05-22,"FAS-0067","Belt",10747,12
2025-05-23,"FAS-0138","Skirt",5974,2
2025-05-23,"FAS-0137","Socks",4899,7
2025-05-23,"FAS-0039","Sunglasses",14183,9
2025-05-24,"FAS-0091","Watch",4746,6
2025-05-25,"FAS-0017","T-Shirt",4654,4
2025-05-26,"FAS-0073","Wallet",5471,6
2025-05-27,"FAS-0032","Socks",4179,14
2025-05-28,"FAS-0139","Socks",12598,8
2025-05-30,"FAS-0029","Hoodie",692,10
2025-05-30,"FAS-0075","Jacket",8450,11
2025-05-31,"FAS-0104","Socks",8538,1
2025-06-01,"FAS-0055","Cap",1429,8
2025-06-04,"FAS-0017","T-Shirt",4654,6
2025-06-05,"FAS-0148","Sunglasses",10844,3
2025-06-05,"FAS-0073","Wallet",5471,1
2025-06-06,"FAS-0028","Cap",6725,11
2025-06-06,"FAS-0100","Sunglasses",14578,2
2025-06-07,"FAS-0008","Watch",2152,11
2025-06-07,"FAS-0138","Skirt",5974,13
2025-06-08,"FAS-0062","Hoodie",10932,6
2025-06-08,"FAS-0109","Jacket",9289,1
2025-06-12,"FAS-0121","Sunglasses",2997,13
2025-06-13,"FAS-0061","Cap",8383,1
2025-06-13,"FAS-0068","Watch",10712,7
2025-06-14,"FAS-0059","Belt",1745,4
2025-06-14,"FAS-0084","Belt",14013,13
2025-06-15,"FAS-0001","Jacket",1536,1
2025-06-16,"FAS-0040","Jacket",911,9
2025-06-16,"FAS-0114","Jeans",2256,10
2025-06-17,"FAS-0015","Wallet",6567,7
2025-06-17,"FAS-0100","Sunglasses",14578,13
2025-06-18,"FAS-0050","Hoodie",12518,4
2025-06-18,"FAS-0111","Wallet",4751,12
2025-06-20,"FAS-0101","Dress",639,11
2025-06-21,"FAS-0122","Jacket",3817,3
2025-06-21,"FAS-0087","Cap",10514,3
2025-06-23,"FAS-0119","Sneakers",13715,13
2025-06-23,"FAS-0009","Wallet",3069,15
2025-06-23,"FAS-0150","Socks",10595,14
2025-06-25,"FAS-0031","Sunglasses",13097,5
2025-06-26,"FAS-0003","Belt",9276,7
2025-06-26,"FAS-0112","Jacket",9661,7
2025-06-29,"FAS-0041","Belt",8775,3
2025-06-29,"FAS-0089","Wallet",10860,12
2025-06-30,"FAS-0037","T-Shirt",13230,15
2025-06-30,"FAS-0021","T-Shirt",5631,15
2025-07-02,"FAS-0129","Wallet",5590,6
2025-07-02,"FAS-0081","Cap",13658,6
2025-07-02,"FAS-0136","T-Shirt",7785,2
2025-07-02,"FAS-0090","Wallet",12110,5
2025-07-03,"FAS-0062","Hoodie",10932,5
2025-07-03,"FAS-0048","Wallet",14730,6
2025-07-03,"FAS-0142","Watch",3446,4
2025-07-04,"FAS-0038","Watch",3686,13
2025-07-05,"FAS-0124","Hoodie",7615,8
2025-07-07,"FAS-0143","Sneakers",3378,9
2025-07-07,"FAS-0141","Skirt",13815,7
2025-07-08,"FAS-0028","Cap",6725,9
2025-07-08,"FAS-0023","Socks",2193,6
2025-07-11,"FAS-0014","Cap",1709,3
2025-07-12,"FAS-0139","Socks",12598,7
2025-07-14,"FAS-0097","Sunglasses",11009,13
2025-07-15,"FAS-0068","Watch",10712,4
2025-07-16,"FAS-0063","T-Shirt",2224,12
2025-07-16,"FAS-0015","Wallet",6567,1
2025-07-17,"FAS-0135","Cap",407,8
2025-07-18,"FAS-0024","Shirt",5166,6
2025-07-19,"FAS-0137","Socks",4899,3
2025-07-19,"FAS-0143","Sneakers",3378,14
2025-07-21,"FAS-0140","Jeans",9997,7
2025-07-21,"FAS-0116","Hoodie",12415,1
2025-07-21,"FAS-0036","Jacket",6909,1
2025-07-21,"FAS-0094","Watch",3969,4
2025-07-23,"FAS-0071","Watch",1616,7
2025-07-24,"FAS-0002","Jeans",6245,7
2025-07-25,"FAS-0124","Hoodie",7615,8
2025-07-25,"FAS-0008","Watch",2152,9
2025-07-27,"FAS-0085","Sunglasses",9149,10
2025-07-27,"FAS-0146","Shirt",14146,1
2025-07-29,"FAS-0106","Shirt",7910,1
2025-07-29,"FAS-0012","T-Shirt",5293,6
2025-07-29,"FAS-0099","Watch",13373,12
2025-07-30,"FAS-0091","Watch",4746,3
2025-07-31,"FAS-0114","Jeans",2256,10
2025-07-31,"FAS-0029","Hoodie",692,6
2025-08-01,"FAS-0067","Belt",10747,10
2025-08-01,"FAS-0115","Jeans",10997,14
2025-08-01,"FAS-0111","Wallet",4751,11
2025-08-03,"FAS-0058","T-Shirt",12230,9
2025-08-03,"FAS-0010","Shirt",4268,7
2025-08-04,"FAS-0002","Jeans",6245,2
2025-08-04,"FAS-0063","T-Shirt",2224,10
2025-08-04,"FAS-0142","Watch",3446,12
2025-08-05,"FAS-0063","T-Shirt",2224,11
2025-08-07,"FAS-0138","Skirt",5974,6
2025-08-08,"FAS-0048","Wallet",14730,13
2025-08-10,"FAS-0043","Sneakers",5409,9
2025-08-10,"FAS-0096","Belt",9937,9
2025-08-15,"FAS-0010","Shirt",4268,10
2025-08-15,"FAS-0149","Jeans",2868,6
2025-08-16,"FAS-0099","Watch",13373,9
2025-08-16,"FAS-0022","Jacket",2570,12
2025-08-16,"FAS-0136","T-Shirt",7785,14
2025-08-17,"FAS-0093","Dress",13254,15
2025-08-17,"FAS-0045","Belt",12549,4
2025-08-18,"FAS-0129","Wallet",5590,11
2025-08-18,"FAS-0002","Jeans",6245,1
2025-08-19,"FAS-0132","T-Shirt",14579,15
2025-08-19,"FAS-0135","Cap",407,6
2025-08-21,"FAS-0129","Wallet",5590,10
2025-08-21,"FAS-0017","T-Shirt",4654,1
2025-08-22,"FAS-0020","T-Shirt",11638,1
2025-08-23,"FAS-0071","Watch",1616,8
2025-08-23,"FAS-0093","Dress",13254,15
2025-08-24,"FAS-0104","Socks",8538,12
2025-08-24,"FAS-0142","Watch",3446,4
2025-08-25,"FAS-0015","Wallet",6567,1
2025-08-25,"FAS-0059","Belt",1745,15
2025-08-26,"FAS-0064","Hoodie",10738,7
2025-08-29,"FAS-0015","Wallet",6567,4
2025-09-01,"FAS-0050","Hoodie",12518,2
2025-09-01,"FAS-0114","Jeans",2256,14
2025-09-04,"FAS-0058","T-Shirt",12230,11
2025-09-04,"FAS-0046","Belt",1060,9
2025-09-06,"FAS-0103","Wallet",11381,3
2025-09-07,"FAS-0058","T-Shirt",12230,13
2025-09-08,"FAS-0035","Shirt",8068,12
2025-09-08,"FAS-0040","Jacket",911,9
2025-09-08,"FAS-0149","Jeans",2868,10
2025-09-08,"FAS-0002","Jeans",6245,9
2025-09-11,"FAS-0002","Jeans",6245,1
2025-09-11,"FAS-0093","Dress",13254,2
2025-09-11,"FAS-0018","Cap",14305,3
2025-09-11,"FAS-0051","Sneakers",369,10
2025-09-11,"FAS-0048","Wallet",14730,13
2025-09-12,"FAS-0075","Jacket",8450,15
2025-09-13,"FAS-0134","Skirt",994,4
2025-09-13,"FAS-0129","Wallet",5590,7
2025-09-13,"FAS-0037","T-Shirt",13230,2
2025-09-13,"FAS-0067","Belt",10747,10
2025-09-15,"FAS-0089","Wallet",10860,7
2025-09-16,"FAS-0078","Socks",12623,12
2025-09-16,"FAS-0047","Dress",11863,14
2025-09-17,"FAS-0006","Watch",2720,10
2025-09-18,"FAS-0105","Dress",12004,8
2025-09-19,"FAS-0041","Belt",8775,1
2025-09-20,"FAS-0045","Belt",12549,2
2025-09-21,"FAS-0040","Jacket",911,2
2025-09-21,"FAS-0139","Socks",12598,3
2025-09-22,"FAS-0089","Wallet",10860,12
2025-09-22,"FAS-0100","Sunglasses",14578,6
2025-09-23,"FAS-0133","Jacket",9593,9
2025-09-24,"FAS-0036","Jacket",6909,12
2025-09-24,"FAS-0128","Belt",12185,3
2025-09-24,"FAS-0004","Shirt",9969,4
2025-09-25,"FAS-0136","T-Shirt",7785,1
2025-09-25,"FAS-0061","Cap",8383,12
2025-09-26,"FAS-0010","Shirt",4268,15
2025-09-28,"FAS-0079","Jacket",2537,6
2025-09-28,"FAS-0121","Sunglasses",2997,1
2025-09-29,"FAS-0006","Watch",2720,13
2025-10-02,"FAS-0034","Shirt",11332,2
2025-10-02,"FAS-0144","Wallet",461,1
2025-10-03,"FAS-0079","Jacket",2537,9
2025-10-03,"FAS-0078","Socks",12623,1
2025-10-04,"FAS-0087","Cap",10514,12
2025-10-04,"FAS-0085","Sunglasses",9149,5
2025-10-06,"FAS-0135","Cap",407,2
2025-10-06,"FAS-0112","Jacket",9661,10
2025-10-06,"FAS-0060","Belt",4762,12
2025-10-08,"FAS-0086","Watch",14798,10
2025-10-09,"FAS-0012","T-Shirt",5293,12
2025-10-10,"FAS-0103","Wallet",11381,4
2025-10-10,"FAS-0116","Hoodie",12415,6
2025-10-10,"FAS-0107","Hoodie",2463,15
2025-10-11,"FAS-0046","Belt",1060,6
2025-10-12,"FAS-0077","Hoodie",9721,4
2025-10-13,"FAS-0140","Jeans",9997,3
2025-10-15,"FAS-0060","Belt",4762,6
2025-10-15,"FAS-0136","T-Shirt",7785,13
2025-10-17,"FAS-0090","Wallet",12110,4
2025-10-17,"FAS-0118","Socks",9084,4
2025-10-18,"FAS-0137","Socks",4899,8
2025-10-18,"FAS-0007","Skirt",7423,8
2025-10-21,"FAS-0107","Hoodie",2463,1
2025-10-22,"FAS-0030","Belt",3664,7
2025-10-23,"FAS-0048","Wallet",14730,12
2025-10-24,"FAS-0026","Sunglasses",4605,15
2025-10-24,"FAS-0075","Jacket",8450,3
2025-10-25,"FAS-0079","Jacket",2537,15
2025-10-25,"FAS-0093","Dress",13254,10
2025-10-26,"FAS-0144","Wallet",461,4
2025-10-26,"FAS-0083","Sunglasses",7501,1
2025-10-27,"FAS-0131","Shirt",6623,7
2025-10-27,"FAS-0104","Socks",8538,2
2025-10-28,"FAS-0123","Wallet",6627,4
2025-10-28,"FAS-0013","Watch",4984,2
2025-10-30,"FAS-0075","Jacket",8450,1
2025-11-02,"FAS-0019","Sunglasses",2118,2
2025-11-04,"FAS-0111","Wallet",4751,7
2025-11-05,"FAS-0133","Jacket",9593,4
2025-11-07,"FAS-0069","Shirt",474,11
2025-11-07,"FAS-0039","Sunglasses",14183,1
2025-11-08,"FAS-0008","Watch",2152,15
2025-11-08,"FAS-0010","Shirt",4268,6
2025-11-09,"FAS-0140","Jeans",9997,5
2025-11-09,"FAS-0128","Belt",12185,11
2025-11-09,"FAS-0113","Watch",7151,9
2025-11-10,"FAS-0085","Sunglasses",9149,14
2025-11-12,"FAS-0012","T-Shirt",5293,7
2025-11-12,"FAS-0143","Sneakers",3378,15
2025-11-13,"FAS-0078","Socks",12623,4
2025-11-13,"FAS-0147","Cap",13847,13
2025-11-13,"FAS-0039","Sunglasses",14183,3
2025-11-15,"FAS-0130","Watch",1404,2
2025-11-17,"FAS-0001","Jacket",1536,8
2025-11-17,"FAS-0092","Sunglasses",1196,8
2025-11-18,"FAS-0038","Watch",3686,15
2025-11-19,"FAS-0128","Belt",12185,7
2025-11-21,"FAS-0140","Jeans",9997,6
2025-11-21,"FAS-0013","Watch",4984,12
2025-11-22,"FAS-0042","Skirt",419,9
2025-11-22,"FAS-0136","T-Shirt",7785,13
2025-11-26,"FAS-0046","Belt",1060,6
2025-11-27,"FAS-0144","Wallet",461,12
2025-11-30,"FAS-0128","Belt",12185,1
2025-12-01,"FAS-0143","Sneakers",3378,12
2025-12-02,"FAS-0046","Belt",1060,7
2025-12-03,"FAS-0044","Scarf",1265,10
2025-12-04,"FAS-0081","Cap",13658,15
2025-12-05,"FAS-0144","Wallet",461,5
2025-12-05,"FAS-0011","Jacket",4407,12
2025-12-07,"FAS-0060","Belt",4762,13
2025-12-07,"FAS-0059","Belt",1745,9
2025-12-08,"FAS-0021","T-Shirt",5631,7
2025-12-11,"FAS-0117","Skirt",3413,7
2025-12-12,"FAS-0030","Belt",3664,6
2025-12-14,"FAS-0102","Dress",517,11
2025-12-14,"FAS-0026","Sunglasses",4605,4
2025-12-16,"FAS-0010","Shirt",4268,8
2025-12-18,"FAS-0122","Jacket",3817,14
2025-12-18,"FAS-0016","T-Shirt",2182,1
2025-12-19,"FAS-0121","Sunglasses",2997,4
2025-12-19,"FAS-0098","Skirt",6342,3
2025-12-19,"FAS-0150","Socks",10595,12
2025-12-20,"FAS-0074","Sunglasses",14523,9
2025-12-21,"FAS-0031","Sunglasses",13097,13
2025-12-21,"FAS-0035","Shirt",8068,13
2025-12-21,"FAS-0058","T-Shirt",12230,3
2025-12-22,"FAS-0067","Belt",10747,8
2025-12-22,"FAS-0067","Belt",10747,4
2025-12-24,"FAS-0048","Wallet",14730,5
2025-12-24,"FAS-0128","Belt",12185,9
2025-12-25,"FAS-0100","Sunglasses",14578,4
2025-12-28,"FAS-0050","Hoodie",12518,11
2025-12-29,"FAS-0024","Shirt",5166,3
2025-12-30,"FAS-0070","Sneakers",2187,15
2025-12-30,"FAS-0017","T-Shirt",4654,11
2025-12-31,"FAS-0074","Sunglasses",14523,5
2026-01-02,"FAS-0112","Jacket",9661,7
2026-01-03,"FAS-0097","Sunglasses",11009,2
2026-01-03,"FAS-0076","Sunglasses",3885,14
2026-01-03,"FAS-0147","Cap",13847,4
2026-01-07,"FAS-0108","Sneakers",9759,15
2026-01-08,"FAS-0037","T-Shirt",13230,3
2026-01-09,"FAS-0056","Dress",14964,15
2026-01-10,"FAS-0120","Sunglasses",8070,2
2026-01-10,"FAS-0093","Dress",13254,10
2026-01-12,"FAS-0005","Jeans",8673,9
2026-01-14,"FAS-0086","Watch",14798,14
2026-01-15,"FAS-0139","Socks",12598,8
2026-01-15,"FAS-0020","T-Shirt",11638,3
2026-01-15,"FAS-0060","Belt",4762,5
2026-01-16,"FAS-0084","Belt",14013,4
2026-01-16,"FAS-0082","Socks",12534,5
2026-01-17,"FAS-0077","Hoodie",9721,8
2026-01-19,"FAS-0032","Socks",4179,10
2026-01-21,"FAS-0064","Hoodie",10738,3
2026-01-21,"FAS-0135","Cap",407,8
2026-01-21,"FAS-0024","Shirt",5166,15
2026-01-22,"FAS-0039","Sunglasses",14183,8
2026-01-23,"FAS-0083","Sunglasses",7501,11
2026-01-23,"FAS-0136","T-Shirt",7785,7
2026-01-23,"FAS-0110","Hoodie",14861,1
2026-01-23,"FAS-0054","Sunglasses",12619,6
2026-01-24,"FAS-0022","Jacket",2570,1
2026-01-24,"FAS-0012","T-Shirt",5293,11
2026-01-25,"FAS-0137","Socks",4899,12
2026-01-27,"FAS-0073","Wallet",5471,10
2026-01-28,"FAS-0145","Sunglasses",4131,6
2026-01-28,"FAS-0056","Dress",14964,12
2026-01-29,"FAS-0056","Dress",14964,2
2026-01-31,"FAS-0058","T-Shirt",12230,2
2026-01-31,"FAS-0138","Skirt",5974,11
2026-01-31,"FAS-0056","Dress",14964,2
2026-01-31,"FAS-0142","Watch",3446,8
2026-01-31,"FAS-0076","Sunglasses",3885,14
2026-02-02,"FAS-0040","Jacket",911,12
2026-02-02,"FAS-0068","Watch",10712,12
2026-02-02,"FAS-0073","Wallet",5471,7
2026-02-02,"FAS-0115","Jeans",10997,12
2026-02-03,"FAS-0098","Skirt",6342,10
2026-02-04,"FAS-0012","T-Shirt",5293,13
2026-02-04,"FAS-0141","Skirt",13815,1
2026-02-06,"FAS-0011","Jacket",4407,14
2026-02-07,"FAS-0036","Jacket",6909,9
2026-02-07,"FAS-0099","Watch",13373,15
2026-02-09,"FAS-0135","Cap",407,12
2026-02-10,"FAS-0074","Sunglasses",14523,8
2026-02-11,"FAS-0113","Watch",7151,12
2026-02-12,"FAS-0105","Dress",12004,15
2026-02-13,"FAS-0132","T-Shirt",14579,15
2026-02-14,"FAS-0115","Jeans",10997,10
2026-02-15,"FAS-0080","Dress",10780,13
2026-02-15,"FAS-0113","Watch",7151,10
2026-02-16,"FAS-0113","Watch",7151,13
2026-02-17,"FAS-0083","Sunglasses",7501,2
2026-02-17,"FAS-0078","Socks",12623,3
2026-02-17,"FAS-0091","Watch",4746,2
2026-02-18,"FAS-0099","Watch",13373,1
2026-02-22,"FAS-0136","T-Shirt",7785,8
2026-02-23,"FAS-0028","Cap",6725,10
2026-02-23,"FAS-0095","Jeans",2706,4
2026-02-25,"FAS-0098","Skirt",6342,3
2026-02-25,"FAS-0077","Hoodie",9721,2
2026-02-27,"FAS-0143","Sneakers",3378,15
2026-02-27,"FAS-0011","Jacket",4407,5
2026-03-02,"FAS-0044","Scarf",1265,7
2026-03-02,"FAS-0108","Sneakers",9759,10
2026-03-02,"FAS-0080","Dress",10780,2
2026-03-02,"FAS-0147","Cap",13847,5
2026-03-03,"FAS-0069","Shirt",474,3
2026-03-03,"FAS-0126","Skirt",13102,12
2026-03-04,"FAS-0029","Hoodie",692,15
2026-03-05,"FAS-0023","Socks",2193,7
2026-03-05,"FAS-0099","Watch",13373,4
2026-03-05,"FAS-0132","T-Shirt",14579,1
2026-03-06,"FAS-0073","Wallet",5471,14
2026-03-06,"FAS-0027","Wallet",4967,11
2026-03-07,"FAS-0097","Sunglasses",11009,9
2026-03-11,"FAS-0011","Jacket",4407,15
2026-03-11,"FAS-0083","Sunglasses",7501,8
2026-03-12,"FAS-0133","Jacket",9593,3
2026-03-15,"FAS-0107","Hoodie",2463,12
2026-03-15,"FAS-0049","Skirt",8203,12
2026-03-16,"FAS-0015","Wallet",6567,15
2026-03-17,"FAS-0100","Sunglasses",14578,8
2026-03-17,"FAS-0040","Jacket",911,1
2026-03-18,"FAS-0087","Cap",10514,11
2026-03-22,"FAS-0092","Sunglasses",1196,7
2026-03-22,"FAS-0042","Skirt",419,5
2026-03-23,"FAS-0102","Dress",517,15
2026-03-27,"FAS-0069","Shirt",474,12
2026-03-27,"FAS-0089","Wallet",10860,15
2026-03-29,"FAS-0032","Socks",4179,5
2026-03-29,"FAS-0043","Sneakers",5409,12
2026-03-30,"FAS-0121","Sunglasses",2997,8
2026-03-31,"FAS-0135","Cap",407,15
2026-04-01,"FAS-0004","Shirt",9969,14
2026-04-01,"FAS-0045","Belt",12549,13
2026-04-01,"FAS-0004","Shirt",9969,3
2026-04-02,"FAS-0028","Cap",6725,15
2026-04-03,"FAS-0150","Socks",10595,6
2026-04-04,"FAS-0024","Shirt",5166,4
2026-04-04,"FAS-0104","Socks",8538,13
2026-04-05,"FAS-0100","Sunglasses",14578,11
2026-04-06,"FAS-0076","Sunglasses",3885,4
2026-04-06,"FAS-0001","Jacket",1536,9
2026-04-07,"FAS-0032","Socks",4179,1
2026-04-09,"FAS-0075","Jacket",8450,1
2026-04-11,"FAS-0094","Watch",3969,3
2026-04-11,"FAS-0061","Cap",8383,10
2026-04-13,"FAS-0108","Sneakers",9759,14
2026-04-13,"FAS-0144","Wallet",461,6
2026-04-14,"FAS-0009","Wallet",3069,4
2026-04-15,"FAS-0020","T-Shirt",11638,5
2026-04-15,"FAS-0139","Socks",12598,8
2026-04-15,"FAS-0084","Belt",14013,5
2026-04-15,"FAS-0101","Dress",639,7
2026-04-16,"FAS-0057","Shirt",1765,11
2026-04-16,"FAS-0111","Wallet",4751,11
2026-04-16,"FAS-0003","Belt",9276,13
2026-04-19,"FAS-0066","Belt",12156,1
2026-04-19,"FAS-0008","Watch",2152,1
2026-04-20,"FAS-0002","Jeans",6245,8
2026-04-20,"FAS-0109","Jacket",9289,7
2026-04-22,"FAS-0068","Watch",10712,2
2026-04-22,"FAS-0037","T-Shirt",13230,2
2026-04-23,"FAS-0078","Socks",12623,11
